headlines,word_count
rick rose cent wazidi kutishana,5
balozi seif akoshwa mradi tasaf,5
kocha prisons aiparura bodi ligi,5
kiwanda kikubwa mbolea afrika kuanza kujengwa kilwa,7
mwadui kung’ara kulipwa,3
fedha wb kunufaisha wanafunzi milioni,5
shirikisho lataka hatua kali kukabili dawa kulevya,7
telela asema yupo fiti kuibeba yanga,6
molinga sibomana feitoto waliamsha balaa yanga ikitwaa pointi mbao,9
alikiba mafikizolo sol kutumbuiza dar,5
lukuvi atamani wanyonge wamiliki ardhi,5
magufuli ateua mkuu usalama taifa,5
kessy aikomalia simba imuadhibu angban,5
mkapa kueleza uzoefu sadc,4
uefa yatoa msimamo wachezaji wawili atletico kukumbwa corona,8
uvccm kuchangia nguvu ujenzi hospitali,5
malawi wapiga kura kuchagua rais leo,6
soko kisutu lakumbwa uhaba kuku,5
simba kauli kabwili inachukiza,4
dk bashiru amshukia mbunge ccm awaonya uchaguzi,7
dogo janja wanaume waongo,4
wasanii kufaidika magufuli akiwa rais,5
hospitali ocean road yanunua mashine mbili kisasa,7
chunga usilazimishe mapenzi,3
ndayiragije safari cameroon bado ipo,5
simba yanga zawania usukani,4
vijana wajitokeza kumrithi sadifa uvccm,5
picha utupu blac chyna zaleta kizaazaa,6
israel yasema itamuua rais assad,5
simba mwendo kuwagonga,3
kuongeza wataalam upasuaji majeraha,4
wabunge ccm wamwokoa halima mdee,5
asbaht ugonjwa vichwa vikubwa mikoani shida,6
mwenyekiti mgambo mbaroni mauaji,4
yang’ara tenisi afrika mashariki,4
bobi wine aenda marekani jaji mkuu awaonya polisi,8
spika rwanda amkubali magufuli,4
uganda yazindua pasipoti mpya,4
mpoto wasanii hizi wanajali kipato kuliko kazi,7
sababu wabanguaji korosho kushindwa kuendeleza viwanda zatajwa,7
simba wazidi kunoa kucha,4
ramsey nouah kutua kenya,4
watumiaji dawa kulevya mbeya waongezeka,5
chipukizi kuanika albamu tamasha pasaka,5
kiwanda kukausha matunda kuingia soko sadc,6
perez awakataa mbappe neymar,4
mufti awataka mahujaji kutekeleza ibada vitendo,6
mfumuko bei taifa wabaki asilimia,5
maambukizi malaria yapungua,3
jay z aguswa shoo ali kiba,6
klitschko fury akitumia ‘dawa’ nitamdunda,5
trump agoma kuwalazimisha wamerakani kuvaa barakoa,6
shilole rostam kufanya kazi,4
tra wafanyabiashara lipeni kodi,4
yanga yasema morrison inaweza kesho kuichakaza kmc,7
azam yaizima yanga,3
tetesi soka ulaya jumapili,4
watumishi kilimo wafa ajalini,4
magazeti marekani yaungana kumshambulia trump kuminya waandishi,7
manispaa lindi yakusudia kumaliza tatizo uchafu,6
trump ningependa kukutana kim jongun,5
familia waliouawa askari suma jkt zaja,6
messi ronaldo van dijk uso uso tuzo mwaka fifa,9
mazoezi wanaume wenye umri miaka,5
linah habadili dini sababu mapenzi,5
mengi awakarimu wafanyabiashara wafaransa,4
rc aagiza ujenzi choo uwanja mpira,6
ndugai cag kajieleze magufuli,4
safari jkci kujulikana kimataifa,4
kondomu pakiti zaondolewa sokoni,4
mwigulu awaonywa wanaombeza rais,4
hili simba wanastahili pongezi,4
caf yawafunda viongozi soka zanzibar,5
milioni kujenga kituo afya,4
kampuni yaiweka nmb daraja kwanza afrika,6
putin achekelea ndege yenye nguvu kivita,6
banana zorro mzungu kichaa kunogesha tamasha ‘the beat’ leo,9
maua sama haikuwa kazi rahisi kukamilisha amen,7
maofisa katiba sheria wapitia utekelezaji haki walemavu,7
nagu asisitiza kuwekeza rasilimali,4
uteuzi jpm gumzo,3
ommy dimpoz huyuhuyu kopi,4
taasisi yaombwa kubainisha viuatilifu visivyo madhara,6
kurugenzi kusimamia kilimo hai kuanzishwa,5
wawili wauawa tembo,3
kwanini raila ameshindwa,3
simba yaialika asante kotoko,4
mayanja awaweka sawa mashabiki simba,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
wananchi waombwa kuchangia damu hiyari,5
magufuli ang’ara ramaphosa akiapa,4
wasanii watunukiwa tuzo msanii,4
wanafunzi wafadhiliwa shahada uzamili,4
yanga yaitwa kusajili mikoani,4
samata kimeeleweka,2
diamond platinumz aweka rekodi mtandaoni,5
ndege atcl kukuza uchumi katavi,5
lulu huru kufanya amaliza kifungo chake,6
‘vijana hukosa ajira mwaka’,4
kamati bunge uwekezaji mitaji yavutiwa stamigold,6
utalii wapigiwa chapuo,3
kwanini muhimu warudi shule kujifungua,5
kimbunga lekima chatikisa china wapoteza maisha,6
mteule mwingine trump akataa wadhifa,5
chelsea west ham zapigwa faini england,6
‘masogange’ aendelea kusota rumande jalada lakwama ag,7
waziri msigwa asaidie polisi anayedaiwa kutekwa,6
utafiti joto huchangia kushindwa mitihani,5
yanga azam kusaka ufalme ligi,5
casillas atema nyongo simba,4
wanaume waanza kuandika wosia,4
atcl sauzi wiki,3
ronaldo bado yupo wasiwasi,4
luka dončić aweka rekodi nba,5
malinzi atoa somo waandishi,4
yajihadhari homa bonde ufa,4
priyanka chopra jonas kimeeleweka,4
mayanja aeleza atakavyoimaliza as kigali dar,6
rihanna ahofia virusi zika colombia,5
serikali kuhifadhi kumbukumbu idc,4
serena atozwa faini,3
rais erdogan aapa kuwakata vichwa waasi,6
vijana watakiwa kuchangamkia mikopo,4
‘mikebe’ yawafanya wanaume watelekeze watoto ruangwa,6
zitto agonga mwamba eala,4
rc ataka elimu kuepuka migogoro,5
simba yapata kocha mpya,4
halotel yafafanua kesi uhujumu uchumi,5
nape atoa ushauri simba yanga,5
serikali yatoa milioni kusaidia waathirika mvua tanga,7
benki im yatia fora sabasaba,5
umuhimu mwanamke waanikwa,3
butiku awataka watanzania kutomkatisha tamaa rais,6
wafanyabiashara kariakoo wanavyoipiga serikali,4
jafo kazi wapewe wakandarasi wenye uwezo,6
mwinyi amzungumzia mengi,3
reginald mengi,2
sh bilioni zafanikisha uzalishaji kiwanda dawa mifugo dodoma,8
wafugaji majongoo kupata vifaranga,4
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
mtanzania apania rekodi dunia kupanda mlima kilimanjaro,7
kundi rostamu lajivunia idadi mashabiki,5
rooney kukimbilia mieleka,3
pigo kenya kumkosa josh onyago ‘kijana mzee’ leo,8
ujerumani kusitisha ushiriki operesheni sophia,5
waziri asimulia taarifa ebola kigoma ilivyomshtua,6
watoto wabakwa mwezi,3
mufti atoa ujumbe mzito,4
polisi wavuruga mkutano waandishi chamisa,5
wabunge wataka fedha kutosha ruwasa,5
madiwani tarime walia vijiji kutopata umeme,6
huduma hospitali mlonganzila zimeboreshwa mno – profesa museru,8
lampard drogba mambo ‘mswano’ benchi ufundi chelsea,7
kenya yachukua hatua mpya usalama pwani mombasa,7
virusi corona new york yarekodi wagonjwa duniani,7
smz yaviamsha vyama michezo,4
wakulima wanufaika mbegu kisasa,4
ndugai msijali maneno makonda,4
jose chameleone afurahia maisha marekani,5
ligi kuu bara ikirindima leo miamba mitano kuwania uongozi,9
scott mambo moto sofia,4
polepole aonya kiki mgongo rais,5
wadau watakiwa kutoa maoni sera michezo,6
wasafirishaji kemikali bashirifu wapewa neno,5
mganda azikwa sh milioni akamhonge,5
wabunge uingereza wakataa brexit makubaliano,5
tanesco usambazaji umeme umebadili maisha wananchi,6
sita wataka kumrithi goran simba,5
mkwasa atangaza wanaokwenda uturuki,4
ewura tuna mafuta kutosha,4
dk shein ataka utafiti uvuvi kilimo,6
majaliwa akaribisha wavietnam kununua korosho kujenga viwanda,7
wakenya wahofia kuwafungulia wageni mipaka,5
wahukumiwa maisha jela kukutwa bangi,5
wakulima wanufaika mbegu kisasa,4
kutana msichana miaka sita aliyetajwa mrembo kuliko duniani,8
msimu mpya jipya,3
cheka nyilawila kupamba pambano,4
nmb yatoa misaada sh milioni,5
bilioni zaokolewa mradi barabara,4
wachunguzwa macho,2
cecafa yachemka kuipa adhabu yanga,5
haki ikiongezeka itapanda uchumi,4
wafanyabiashara mbaroni wakituhumiwa kubaka wanafunzi,5
taifa stars kazi leo,4
uganda yaipa kiburi azam fc,5
jwtz kujenga uwanja jengo bil kinondoni,6
upelelezi kutekwa dewji haujakamilika,4
maelfu wapuuza kuvaa helmet,4
naacp kumpa heshima rihanna,4
rc simiyu hoteli hazitatumika kuhifadhi wagonjwa corona,7
minoti zawadi yamchanganya pastor myamba,5
maximo awapa mbinu mpya wachezaji,5
hazard ndiye mchezaji bora uefa ndogo,6
osha bado inajukumu kutoa elimu kupunguza ajali kazini,8
who elimisheni jamii kuepuka magonjwa mlipuko,6
unesco yatangaza maeneo mapya kihistoria duniani,6
mwambusi aibukia african lyon,4
mtaalamu aonya tishio kiharusi,4
cheza nani mshindi afcon mambo mengine kando soka,8
dc ataja dawa umaskini,4
makonda kusaidia wanawake walioachwa,4
madj kuadhimisha machi,3
mmisionari akiri makosa unyanyasi kingono,5
‘matunda mbogamboga zinazozalishwa kemikali hatari’,5
lwandamina kumpima mexime agosti,4
nuh mziwanda shilole anipige hakuna shida,6
askofu mokiwa avuliwa madaraka,4
mfumuko bei taifa wabaki asilimia,5
rwanda yaendelea kuwasaka watuhumiwa mauaji kimbari,6
mchekeshaji ashinda urais ukraine kishindo,5
eddie murphy anatarajia mtoto tisa,5
majaliwa ahadi jpm kutimia ifikiapo,5
‘korosho kuuzwa mnada wazi kuanzia mwezi huu’,7
bosi benki standard chartered aanza ziara,6
hamisa mobetto amtaja baba halisi mtoto,6
mhadhiri aeleza chanzo mimba shuleni,5
benki im yatia fora sabasaba,5
vigogo halotel waendelea kusota rumande miezi mitatu,7
mtaka aonya wanariadha mbio nyika,5
watengeneza filamu watishia kutozipeleka bodi,5
laini zitakazozimwa ruksa kuzisajili,4
biashara ndizi yawekewa utaratibu,4
vinasaba vyapunguza uchakachuaji mafuta,4
ukatili unyanyasaji waongezeka dodoma,4
mtoto serena aanza kuvutiwa tenisi,5
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
‘noti zisitumiwe kupamba kumbi starehe harusi’,6
yataka kuongoza soko saruji,4
wasomi watofautiana timuatimua ccm,4
daraja kigongo busisi kupaisha uchumi,5
wakulima wanufaika mbegu kisasa,4
raila odinga aomba msaada serikali ulaya,6
tetesi soka ulaya jumatano,4
klabu bingwa ndondi kusogezwa mbele,5
makonda aibuka aonya wakurugenzi,4
jk kuongoza mkutano sekta umma binafsi,6
azam walia kukamiwa mikoani,4
kanyasu ataka makumbusho kujiendesha kibiashara,5
taarifa akaunti airtel zatua bot,5
tff mmeamua matapeli,3
fifa yamuongezea adhabu nyantakyi,4
mwendokasi dar yaingiza bil,4
mwongozo kukabili changamoto ardhi,4
lil wayne kuachia albamu mazishi,5
tanesco kuiwezesha viwanda,3
mgawo bot zanzibar waongezeka,4
samsung wazindua duka kuu arusha,5
bageni akata rufaa kupinga hukumu kunyongwa,6
trump aandaa kikosi utetezi chenye rekodi,6
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
moro yahitaji wakalimali lugha alama,5
kata nkuyu nkoma zaongoza ukatili kijinsi,6
mourinho amrithi pochettino spurs,4
mamia wamuaga wamzika kibonde,4
nmb yatoa msaada mabati,4
kamishna mhifadhi misitu awasili ofisini kwake,6
pluijm ageukia kazi kiume,4
namna ushikaji ulivyoleta mafanikio bongo flava,6
wanaume walalamika kunyimwa tendo ndoa,5
sakata kikokotoo mafao wafanyakazi latinga ikulu,6
watanzania waajiriwa sgr atcl umeme rufiji,6
benki im yatia fora sabasaba,5
corona yapukutisha ajira,3
siri shule kufutiwa matokeo yabainika,5
kizimbani kumnyonga mwanae,3
tamasha kaswida kuombea amani nchini,5
kusitishwa tamasha fiesta linavyoleta hasara,5
lukuvi afuta hati ekari monduli,5
afcon samatta apewa baraka genk kuiua kenya leo,8
rc ataka umakini utoaji paspoti,5
benki yazindua mpango kuinua biashara,5
wizara kilimo kuwasilisha mabadiliko sheria ushirika,6
tra wafanyabiashara lipeni kodi,4
ttb yaweka mikakati kukuza pato utalii,6
jayz ashtakiwa kutumia nyimbo prince,5
serikali kuajiri watumishi,3
ndemla ubingwa heshima simba,4
shein ataka wazee ccm waenziwe,5
kocha kenya aihofia stars,4
sumu buibui tiba kiharusi,4
‘kifo sokoine kilikuwa tetemeko familia’,5
malinzi anyimwa dhamana fifa yaja,5
pluijm ammwagia sifa bossou,4
ibrahimovic amtaka pogba kufanya kweli,5
wafanyabiashara wapatiwa elimu kodi ilala,5
ruby adai hana ukaribu ali kiba,6
simba big bullets kuoneshana kazi,5
kmc yaifundisha soka yanga,4
tamwa yapata mkurugenzi mpya,4
jpm ramaphosa wazungumzia fursa kibiashara,5
hospitali rufaa kufungwa mashine kusafisha figo,6
binti ulemavu anayeishi mlo,4
bosi mpya dawasa aahidi mishahara mipya,6
umuhimu kulinda hisia mtoto,4
pwani watahadharishwa kuhusu dengue,4
abdu kiba ally kiba kaniokoa,5
kuzawadiwa chuo kikuu sua leo,5
startimes yapewa tuzo tacaids,4
watoto kike wakataliwa wazazi,4
makamu mkuu udom afariki jpm atuma salamu,7
umbali chanzo mimba utotoni,4
walima mpunga washauriwa kutumia mbegu mpya,6
vifo wajawazito watoto vyapamba moto dodoma,6
wanavijiji wafurahia mafunzo mkurabita,4
hekaheka rba kuendelea leo,4
magufuli niliwaahidi bado nipo,4
mfumuko bei taifa wabaki asilimia,5
dk saqware makamu rais kampuni bima afrika,7
chama apigwa pini miwili simba,5
‘rais zuma kuhamia dubai’,4
madaktari waeleza sababu majeruhi ajali lori mafuta kuendelea kufariki,9
yametimia uwanja ndege jnia,4
kaijage ashukuru mashabiki twiga stars,5
wakulima lindi waidai benki tadb bil,6
baba amjibu rihanna,3
sumaye mazrui wapinga rais kuongezewa miaka saba,7
pinda aishauri serikali kutowapuuza wawekezaji china,6
mendes ronaldo hawezi kuondoka juventus,5
mmiliki lucky vincent akamatwa,4
mars hataki kuchanganya muziki mapenzi,5
kiongozi mbio mwenge awakoromea dc ded,6
merkel ajibu tuhuma rais uturuki,5
zahera afunguka mambo matano yanga,5
ajali yaua watano kilimanjaro,4
mo salah atua nairobi,4
kocha simba ataka umoja uwanjani,5
diamond rayvanny watwaa tuzo uganda,5
mgogoro marekani iran tujipange usituathiri nishati,6
mawaziri manaibu watatua kero kusini,5
magari yanayozidisha uzito kufungiwa,4
vurugu zaibuka afrika kusini,4
atcl yashukuru serikali kuiwekea msingi,5
kadi mkude batili yanga walibebwa,5
zimamoto mabingwa kombe makocha,4
ibrahimovic ataka kurejea man united,5
waangola wampa mbinu pluijm,4
kiwanda kuchakata korosho kujengwa mtwara,5
ccm kuruka kujinyonyoa manyoya,4
yanga waenda likizo wiki,4
daktari awashangaa wanaohoji afya jpm,5
wizara yataka sheria zitafsiriwe kiswahili,5
yanga rekodi simba thamani acha tuone,6
simba yaifuata mbeya city,4
davina mashabiki nikosoeni,3
magufuli kukabidhiwa uenyekiti sadc leo,5
vigogo halotel waendelea kusota rumande miezi mitatu,7
nmb kutoa mikopo huduma afya,5
wenye mzigo viroba walete barua rc,6
yanga lete raha,3
diwani chadema naibu meya arusha,5
makinda kasi uhamasihaji kujiunga chf hairidhishi,6
simba kimataifa,2
ajali pikipiki yamwachanisha queen latifah pombe,6
drogba agombana shabiki uwanjani,4
hispania yahofia kusambaratika brexit,4
﻿sidiria inayoweza kugundua saratani matiti,5
vigogo halotel waendelea kusota rumande miezi mitatu,7
sakata cag laibuliwa,3
simba yatangaza mikakati mizito,4
profesa ndalichako acharuka,3
otuck william kumwaga fursa kibao mastaa bongo,7
wapinzani waungana uganda,3
simba tumelipwa uhamisho okwi,4
must wapewa kompyuta kunufaisha wanafunzi,5
sheikh ataka wananchi waendane kasi dodoma,6
bonny mwaitege tamasha pasaka tulipe uzito,6
mkapa apongeza ubunifu waliosoma ndanda,5
ujenzi masoko mnanila mutukula kuanza mwakani,6
shein akunwa msaada chuo kikuu haukeland,6
chumvi lindi yateka soko afrika mashariki,6
tra wafanyabiashara lipeni kodi,4
wakuchungwa michuano afcon,3
muswada kishindo kufumua sheria,4
walima kahawa kunufaika nssf,4
mgonjwa kwanza ‘sikoseli’ apona,4
jpm putin wajipanga kukuza uchumi,5
mangula aonya makada wanaojipitisha majimboni,5
drake ashangaza mashabiki anunuliwa pete,5
mbwa wamuua mtoto rais mteule gambia,6
ofisa tra wageni kizimbani uhujumu uchumi,6
riadha taifa kutoshiriki mashindano dar,5
trump adai kuchoshwa kuandamwa new york akacha makazi akimbilia florida,10
samatta hatutawaangusha watanzania,3
yanga utaipenda,2
kifo simba singida utd,4
rais trump ‘ampigia magoti’ putin,5
kesi lema kusikilizwa tatu mfululizo,5
wazalishaji waingizaji chupa kuziondoa sokoni,5
stars yafurukuta yatupwa nje chan,5
waziri ataka tanroads kudhibiti fedha manunuzi,6
azam yajikoki waswazi,3
sportpesa kuzifikiria upya yanga simba everton,6
twitter yadukuliwa,2
kufungwa benki mbinga kwaathiri wakulima,5
simba yatangaza siri ubingwa,4
kongamano uchumi wilayani bunda lafana,5
irene uwoya aula viti maalum,5
pluijm amkingia kifua chirwa,4
wizara yakabidhi eneo sekondari mfano iyumbu,6
operesheni mkaa kutikisa wiki ijayo,5
vigogo zimamoto wasalimisha kompyuta sakata lugola,6
﻿mkataba nyukilia watikiswa,3
silaha moto zakamatwa mkoani tanga,5
waliopigwa risasi askari tfs wahamishiwa hospitali mbeya,7
wanafunzi wachaguliwa kidato,3
kumekucha fainali mataifa afrika u kumekucha,6
wasanii kusaka historia mpya tuzo kili juni,7
everton kujipima nguvu dar,4
watakaopokea mashauri watoto mamlaka kuwajibishwa,5
fedha fokker ‘zilizopigwa’ zarejeshwa zote,5
n’golo kante aanza mazoezi chelsea,5
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
waziri kamwelwe sina imani mhandisi mshauri,6
kiiza afagilia ujio mayanja,4
washauriwa kuwekeza kigoma,3
waziri kakunda azindua mashindano mbio baiskeli,6
tuhuma nzito,2
lugola aonya waliopanga kufanya fujo,5
uthamini moyo kaa mbali maumivu,5
kiwanda mafuta kula kuanza uzalishaji,5
watakiwa kuachana tabia kuagiza bidhaa nje,6
wapongeza agizo dk bashiru kadi mpya ccm,7
ndege atcl kufuata watalii china,5
takukuru kumuhoji lugola wenzake,4
vielelezo kesi akina aveva vyakataliwa,5
ndugai madini ajenda kitaifa,4
zari aachia mitusi mtandaoni,4
serengeti boys kazi muhimu leo,5
wabunge waipa mwongozo tra,4
waliozamia sauzi kizimbani dar,4
harminize wolper… mseme mazee,4
mavunde zanzibar kichochoro dawa kulevya,5
‘pelekeni nakala vyeti ndoa rita vikasajiliwe’,6
rc ahimiza ulipaji kodi usahihi,5
darassa afunga mwaka kishindo… diamond bado yupo,7
baseball safi zanzibar,3
wagonjwa moyo amashariki wamiminika jkci kutibiwa,6
simba watishia kususa ligi,4
magufuli atumbua ateua,3
tume dawa kulevya yasaka wahalifu,5
askofu mkuu ruwai’chi atolewa icu,5
zungu kusaka viwanda bubu vifungashio,5
﻿dayna afurahia maisha usiri,4
…mwanza wakesha kupokea uhuru,4
yapokea dawa corona,3
bale apanga kufanya makubwa el clasico,6
bodaboda zasababisha vifo,3
mbaroni kumuua mkewe kipigo,4
un haki binadamu zimeporomoka,4
kodak black jela,3
al bashir alegeza msimamo kuhusu waandamanaji,6
nemc yalia mifuko plastiki,4
wajua asili gongolamboto kupotea mboto,5
kufanya mazoezi holela hatari,4
takukuru yawafikisha viongozi mahakamani,4
nssf kusaka waajiri binafsi,4
uganda yanogewa afcon,3
weusi kufunga mwaka arusha,4
watakaoficha mafuta kuvizia bei wachukuliwe hatuawaziri,6
wambura sitambui kufutwa uanachama,4
wachezaji simba wapongezwa,3
wachochezi whatsapp kubanwa,3
undani skendo diamond kiba kununua viewer’s,6
mchezaji mpya man u atengwa mazoezi kisa corona,8
waliojiunganuishia bomba waachwa huru,4
vigogo halotel waendelea kusota rumande miezi mitatu,7
uzalishaji nguzo umeme nchini waleta neema,6
kibamba nchi hainyoshwi kamba wala pimamaji,6
tetesi soka ulaya jumamosi,4
morrison kagere watua bungeni,4
simba matumaini kibao leo,4
klabu simba kufanya marekebisho makubwa miongo kadhaa,7
usafirishaji mizigo bandari mwanzaport bell kurahisishwa,6
dc ataka wajasiriamali kutengeneza bidhaa bora,6
dayna hakuna mpinzani kanumba,4
japan kujadili msaada afrika,4
kerr ataka uvumilivu simba,4
oscar akana kuzichapa dhidi diego costa,6
kocha twiga stars ataja sababu kuvurunda,6
kigali mwenyeji jukwaa biashara mtandaoni,5
jpm atangaza kiama wakuu mikoa,5
matumizi bangi yamtisha waziri,4
ndugai awapiga ‘stop’ wabunge kuingia bungeni kope kucha bandia,9
waziri azishangaa duwasa dawasa,4
kizungumkuti kipya mpaka kenya,4
messi atwaa ballon d’or sita,5
mshirika kenyatta amtaka ruto astaafu,5
bahati kweli,2
wenye viwanda kuwekeza korosho,4
serengeti boys tatu cecafa,4
nsekela kumrithi kimei kuanzia mei mwakani,6
miili askari jwtz kuwasili kesho,5
uhuru raila wakutana kumaliza tofauti zao,6
vipimo dengue vyaongezwa vituoni,4
lampard hazard kazi tunayo,4
mamlaka kudhibiti upotevu maji kielektroniki,5
kimwaga alia simba kumpotezea,4
anayedaiwa kumuua mwanakwaya aict ataka kujiua akamatwa,7
kiwanda bia hatarini kubomolewa,4
nmb yatoa misaada sh milioni,5
